splus-filters/uJAVA.dat,splus-filters/F0378.dat,splus-filters/F0395.dat,splus-filters/F0410.dat,splus-filters/F0430.dat,splus-filters/gSDSS.dat,splus-filters/F0515.dat,splus-filters/rSDSS.dat,splus-filters/F0660.dat,splus-filters/iSDSS.dat,splus-filters/F0861.dat,splus-filters/zSDSS.dat
1.356229358669976826e+01,1.323735572281440120e+01,1.292185650706731259e+01,1.288610217861354634e+01,1.279528869564580695e+01,1.272523385133392360e+01,1.264752382499264804e+01,1.233965081587813906e+01,1.129384982426542372e+01,1.242472959065931626e+01,1.238814153996088585e+01,1.234176940378563891e+01
1.430881682174417513e+01,1.393748381839790262e+01,1.360735503329218865e+01,1.355847579349408072e+01,1.345458881377025584e+01,1.334870448648874053e+01,1.324603546567714751e+01,1.292954829938907046e+01,1.204879585465677572e+01,1.291215104214749765e+01,1.284018836101977179e+01,1.279051578146821377e+01
9.926158407747239565e+00,9.817496924702274086e+00,9.660788149582794304e+00,9.718266492293869518e+00,9.693855807302453442e+00,9.722537745303013068e+00,9.484214705807227475e+00,9.644705573389829922e+00,8.135222162360593146e+00,1.022053707991401517e+01,1.038018880371900998e+01,1.032243397807493146e+01
1.098716475699706230e+01,1.080230747976061956e+01,1.059408721211173976e+01,1.061770496101550343e+01,1.056851775103256408e+01,1.055422630694161690e+01,1.033015432125101718e+01,1.036687482745017697e+01,8.974308984874282302e+00,1.077990355114721233e+01,1.087461131727402552e+01,1.081878763630657936e+01
1.194058543581035003e+01,1.169138199269635159e+01,1.143897862413920130e+01,1.143454827072006985e+01,1.136626100727675315e+01,1.131505406450997775e+01,1.111099326510207597e+01,1.104433687095703398e+01,9.793815528534041803e+00,1.130504948908316543e+01,1.134260372128136574e+01,1.128855364087281821e+01
1.280043741767690513e+01,1.249935225373651981e+01,1.221112746691908946e+01,1.218372854064226196e+01,1.209946443725630694e+01,1.201487903924346590e+01,1.182850771943656021e+01,1.167767540334552656e+01,1.058730977591097577e+01,1.180046860654537078e+01,1.178792482335893688e+01,1.173456119807128850e+01
1.359124869817690673e+01,1.324794219746449109e+01,1.293081258479964113e+01,1.288387510533521230e+01,1.278448295169342508e+01,1.266722868378903932e+01,1.249103301191945015e+01,1.227067845705572502e+01,1.134787083222338744e+01,1.227138238401346193e+01,1.221459012721384063e+01,1.216028978407544336e+01
1.433706146046594831e+01,1.395757693981050984e+01,1.361617614585002123e+01,1.355157637905973012e+01,1.343658918317501438e+01,1.328537120135568550e+01,1.311033323762016245e+01,1.282931085527806836e+01,1.206917950114672955e+01,1.272294471890395151e+01,1.262642213373504241e+01,1.256924611123849012e+01
9.752059662835618425e+00,9.217695621740555012e+00,9.387931524035669995e+00,9.516950990837736768e+00,9.510470051516703549e+00,9.313708758287942757e+00,8.588522437098331963e+00,9.437028894862850237e+00,8.221015219557481046e+00,9.815917823434139322e+00,9.941385597253161066e+00,9.782542961250927149e+00
1.079237353144431744e+01,1.029412460138792973e+01,1.033103807342300762e+01,1.040298956469652758e+01,1.036336286727756395e+01,1.016304035985809584e+01,9.521209739089487201e+00,1.012891910472577628e+01,9.034625097136165905e+00,1.035976635451446803e+01,1.041921645850351474e+01,1.027450423006212610e+01
1.172773218739071943e+01,1.127453140211351190e+01,1.118456059921343559e+01,1.120807879984887201e+01,1.114174282649336867e+01,1.094329874335472219e+01,1.039856832313071244e+01,1.077546202695381261e+01,9.820521608374248146e+00,1.087095122866610630e+01,1.087286020012315113e+01,1.074070214335651308e+01
1.257428443023781206e+01,1.215940229009736306e+01,1.196325629676991475e+01,1.194825622870599169e+01,1.185982141409671264e+01,1.166115864514294564e+01,1.121208749719379405e+01,1.137973633512672400e+01,1.057181656611941101e+01,1.135448752993616317e+01,1.130629587013754822e+01,1.118403805031552700e+01
1.335657545385019951e+01,1.296399698872880357e+01,1.268735546401713243e+01,1.264217788475779081e+01,1.253417026153023350e+01,1.232819938715745245e+01,1.195991063882575567e+01,1.194739731490261825e+01,1.128255945814591321e+01,1.181573227770772938e+01,1.172346337364423796e+01,1.160792695113184969e+01
1.409744195049148807e+01,1.371022209937818737e+01,1.337545435676347161e+01,1.330585620159921767e+01,1.317928014815353599e+01,1.295717928667648344e+01,1.264762020071601434e+01,1.248529646358987755e+01,1.194914883098698688e+01,1.225969023493798993e+01,1.212792176988411263e+01,1.201578768422452548e+01
9.732429852851128160e+00,9.140780495662502503e+00,9.443201414606475552e+00,9.555382580668458914e+00,9.554321533287021495e+00,9.381043199705507263e+00,8.689868235849209199e+00,9.464137159183975356e+00,8.222877295945474785e+00,9.849290993881018252e+00,9.978176922527191905e+00,9.777851153803213791e+00
1.077639014141948515e+01,1.023046310580237694e+01,1.036745571512257236e+01,1.042774829117359836e+01,1.039342949642379388e+01,1.021834430587924736e+01,9.613163062162724870e+00,1.015821264232885390e+01,9.039406999799384224e+00,1.039514672881915480e+01,1.045475429593146011e+01,1.027440192154836573e+01
1.171534769037909918e+01,1.122537885992336548e+01,1.120428891305327035e+01,1.122127917963764610e+01,1.116010553083124357e+01,1.098717510980334033e+01,1.047918507589618464e+01,1.080729960423927771e+01,9.829115483755265004e+00,1.090801611178798503e+01,1.090733102232112550e+01,1.074491329186132837e+01
1.256483014309696422e+01,1.212358099307886228e+01,1.197024739061034815e+01,1.195289138618450941e+01,1.186938346619432672e+01,1.169541369986892754e+01,1.128045817559302755e+01,1.141418554050878420e+01,1.058509666747062461e+01,1.139287849086733750e+01,1.133989519603904661e+01,1.119210779677302092e+01
1.334917562304306848e+01,1.293858037597825650e+01,1.268568497890053415e+01,1.264106850121715375e+01,1.253770232336396440e+01,1.235516175334425348e+01,1.201654179660907040e+01,1.198428107742194193e+01,1.130120657460942546e+01,1.185510592901884586e+01,1.175637486954752298e+01,1.161930450356256550e+01
1.409133988390897407e+01,1.369193356311579812e+01,1.336834699044155350e+01,1.330114966840972635e+01,1.317894021881838107e+01,1.297907182937536241e+01,1.269421815053023472e+01,1.252428891215950735e+01,1.197347520402545662e+01,1.229974914927807639e+01,1.216030521845414292e+01,1.202990183544527802e+01
9.777272485223361898e+00,9.296378585330119293e+00,9.580651720670511295e+00,9.649839368046867705e+00,9.649109694405600735e+00,9.583553353654162166e+00,9.146284598057414783e+00,9.475987389641455039e+00,8.169420568053363141e+00,9.846395060604001159e+00,9.924577586774683269e+00,9.715585893291033059e+00
1.084830478106836615e+01,1.038529314089046629e+01,1.051409622693058132e+01,1.054441279326197112e+01,1.051071426660270980e+01,1.041399636156241293e+01,1.002573680539130940e+01,1.018017275621889972e+01,8.990748401345710406e+00,1.038683891729413311e+01,1.039460419225646071e+01,1.020418523186684290e+01
1.181276208012004325e+01,1.137942020529543719e+01,1.135917315116385318e+01,1.135697535232501032e+01,1.129659263835574556e+01,1.117436472208518872e+01,1.084194308989325073e+01,1.083941412002746496e+01,9.786801342444890750e+00,1.089487891696774646e+01,1.084163860306763105e+01,1.066746913959107523e+01
1.268235645702651659e+01,1.227693370387145855e+01,1.213149421266622063e+01,1.210285714092692011e+01,1.202036620458177474e+01,1.187414445567449484e+01,1.159267863092063244e+01,1.145565142416117688e+01,1.055068880291472233e+01,1.137562208925063878e+01,1.126969534933975048e+01,1.110838248323400812e+01
1.348043635534107842e+01,1.309141989962651742e+01,1.285130915842084143e+01,1.280070112806600058e+01,1.269863678977565336e+01,1.252653223965456952e+01,1.228312622228537698e+01,1.203370030743954722e+01,1.127598779775731153e+01,1.183444898747059959e+01,1.168262557254460354e+01,1.153032714350334054e+01
1.423108195974986678e+01,1.384443758586596296e+01,1.353675558347334551e+01,1.346689084306058071e+01,1.334626402715200832e+01,1.314459876687672413e+01,1.292376585092746843e+01,1.258001643989577367e+01,1.195813167309323610e+01,1.227633908518023098e+01,1.208383113162192934e+01,1.193667919412892608e+01
9.881145934681720533e+00,9.902396214973252953e+00,9.644233395858540447e+00,9.667739855368152391e+00,9.632092815267034425e+00,9.731349247752559606e+00,9.783707472864067611e+00,9.548713894292065518e+00,7.989911677529823564e+00,1.015015048472605663e+01,1.030438663928067378e+01,1.026877844270840789e+01
1.094627889470445758e+01,1.085485309009568944e+01,1.057931919289623757e+01,1.058368369766772510e+01,1.052898665892994323e+01,1.057787327011718581e+01,1.058804843695254583e+01,1.031045262093260995e+01,8.841688304121918307e+00,1.077219972015642746e+01,1.086994183210295439e+01,1.083017437626231860e+01
1.190345551373372679e+01,1.171513853911322123e+01,1.142585889910463415e+01,1.141530043333771793e+01,1.134705170176866851e+01,1.135198441978196904e+01,1.132838393500251506e+01,1.103002511963320309e+01,9.678646854334244765e+00,1.135705944861589067e+01,1.140442987018913534e+01,1.136199864704150109e+01
1.276619182246235518e+01,1.250122043725038345e+01,1.219931048239553384e+01,1.217596824093128127e+01,1.209651356800991628e+01,1.206261082403613294e+01,1.201062383548171120e+01,1.170485363519411415e+01,1.049526842396091730e+01,1.190594028990967068e+01,1.190883874370669027e+01,1.186434866881240247e+01
1.355893923951552615e+01,1.323508736682901521e+01,1.291991120961483297e+01,1.288411730824453194e+01,1.279320745925163827e+01,1.272312746513955339e+01,1.264537344375443162e+01,1.233573550752649517e+01,1.128501721634778399e+01,1.242214663146478948e+01,1.238567257222949713e+01,1.233890672861426019e+01
1.430594723852280659e+01,1.393562104196345963e+01,1.360586973371293773e+01,1.355698288136225038e+01,1.345306096228329373e+01,1.334719312189575469e+01,1.324452717898234688e+01,1.292662641135611956e+01,1.204097759865831030e+01,1.291033876327960250e+01,1.283846515092337093e+01,1.278842335030138422e+01
9.917832596408343804e+00,9.809876112406497484e+00,9.653721471352506356e+00,9.711423854689487101e+00,9.686975942774202153e+00,9.715557532545991748e+00,9.476124060358808165e+00,9.636894786771902588e+00,8.124287348677968978e+00,1.021510763884812967e+01,1.037550639524821072e+01,1.031724873111603635e+01
1.098023252885437451e+01,1.079613025917381641e+01,1.058849237524050757e+01,1.061229810016618735e+01,1.056303908306503381e+01,1.054859227961435231e+01,1.032334748774655786e+01,1.036014489002575267e+01,8.963796162321957084e+00,1.077546884815262551e+01,1.087079663038911015e+01,1.081448501749583180e+01
1.193498714302418939e+01,1.168653363816908985e+01,1.143468966944802823e+01,1.143040352238313240e+01,1.136203896444366812e+01,1.131065938402172399e+01,1.110551280009132746e+01,1.103872318854901557e+01,9.783875486952558376e+00,1.130150655266927195e+01,1.133955096922262307e+01,1.128504971077384589e+01
1.279590208239260285e+01,1.249554340261910745e+01,1.220783719268453815e+01,1.218054983644772982e+01,1.209623163780459798e+01,1.201150049131935127e+01,1.182424481351362466e+01,1.167312562480252502e+01,1.057811533000623605e+01,1.179768021518193954e+01,1.178551150191882790e+01,1.173174603589204956e+01
1.358744412045852989e+01,1.324484791374220016e+01,1.292820273366327832e+01,1.288136043464097291e+01,1.278195202793676621e+01,1.266460835977108523e+01,1.248777233612158888e+01,1.226706819624863876e+01,1.133959580067745954e+01,1.226920199147949653e+01,1.221269335723753535e+01,1.215804406293196216e+01
1.433371039765888533e+01,1.395493151987052904e+01,1.361399420154899964e+01,1.354948514522823011e+01,1.343452035866019223e+01,1.328327886057688367e+01,1.310782610228560152e+01,1.282647623221095934e+01,1.206196545666537823e+01,1.272123538479968907e+01,1.262492995429995979e+01,1.256745377501518668e+01
9.744031128279461385e+00,9.208651656673398023e+00,9.380608193578160225e+00,9.510270648785992265e+00,9.503930715048779732e+00,9.306140812338062673e+00,8.578710662341697102e+00,9.429776358482664378e+00,8.210499528048865514e+00,9.810542534772990209e+00,9.936724285835774495e+00,9.776942060934244338e+00
1.078575773453536435e+01,1.028639447577269017e+01,1.032515253307093239e+01,1.039768908952194870e+01,1.035816045135188013e+01,1.015674789033416481e+01,9.512373384132965626e+00,1.012272302838833049e+01,9.024691405559254420e+00,1.035526656278265101e+01,1.041527395747967866e+01,1.026968608753997891e+01
1.172242754304145684e+01,1.126823098674812407e+01,1.117997192822852703e+01,1.120396308892819270e+01,1.113769322057819089e+01,1.093823886964503878e+01,1.039092191262952447e+01,1.077029548224290956e+01,9.811336206796200443e+00,1.086721422827672079e+01,1.086953102329405318e+01,1.073659064590383672e+01
1.256999966990316331e+01,1.215440621216643713e+01,1.195967292313557984e+01,1.194502987014923256e+01,1.185664969367034693e+01,1.165715896016813780e+01,1.120574219322844023e+01,1.137549670749996444e+01,1.056353973354443276e+01,1.135137986135712929e+01,1.130346901838363927e+01,1.118053607520636028e+01
1.335298105353006726e+01,1.296001296212458875e+01,1.268446369211351232e+01,1.263955412534093448e+01,1.253160589615305831e+01,1.232502506190236424e+01,1.195482815119887654e+01,1.194393488292228689e+01,1.127531216414685566e+01,1.181312099701259477e+01,1.172103432215785013e+01,1.160493027720867154e+01
1.409427251172319906e+01,1.370692918596903276e+01,1.337300024236676599e+01,1.330361297399571718e+01,1.317710861119105026e+01,1.295459975352664905e+01,1.264362924223205376e+01,1.248244793010113263e+01,1.194298068586665273e+01,1.225745685599429713e+01,1.212579943154364948e+01,1.201319572030381089e+01
9.724273083654276562e+00,9.131473873745429515e+00,9.436131855366314269e+00,9.548878267232860040e+00,9.547972128402415493e+00,9.373668850746655679e+00,8.680203125491720684e+00,9.456750170024241342e+00,8.212247164490777962e+00,9.843753786196801414e+00,9.973416666823135657e+00,9.771950928764267630e+00
1.076962762991878897e+01,1.022243469301122154e+01,1.036180410805964591e+01,1.042259747325635821e+01,1.038838933977047851e+01,1.021224052631824186e+01,9.604509553034654701e+00,1.015186715819671015e+01,9.029333514410582850e+00,1.039047362066200542e+01,1.045068712289080004e+01,1.026927353077874550e+01
1.170988906486429748e+01,1.121877715061589775e+01,1.119987516275750217e+01,1.121726387584671336e+01,1.115616824998155288e+01,1.098227178159352313e+01,1.047174236939131298e+01,1.080197531555180923e+01,9.819762213690735209e+00,1.090409823935050859e+01,1.090385394283284803e+01,1.074048854486721005e+01
1.256039282712509397e+01,1.211831448176602244e+01,1.196676756221814664e+01,1.194971285694428609e+01,1.186627041437515651e+01,1.169152216663646549e+01,1.127431096555013035e+01,1.140978659924955174e+01,1.057662483593131419e+01,1.138958526534407234e+01,1.133690054373884415e+01,1.118829556234071099e+01
1.334543347712737393e+01,1.293437262447070601e+01,1.268283512606946495e+01,1.263844954497674244e+01,1.253515182562533958e+01,1.235204506997566476e+01,1.201162447882220086e+01,1.198066287800212315e+01,1.129374293058702428e+01,1.185230626846365531e+01,1.175376170815673937e+01,1.161600426095166050e+01
1.408802740309953272e+01,1.368846050820093474e+01,1.336589066891107969e+01,1.329888105477705373e+01,1.317675030909027889e+01,1.297650678693820758e+01,1.269034277005759215e+01,1.252129092912832853e+01,1.196707924870821138e+01,1.229732564513226656e+01,1.215798586718101326e+01,1.202701467434470395e+01
9.768828974007442767e+00,9.287086918765163901e+00,9.573493373240426152e+00,9.642988459703380144e+00,9.642377854773853230e+00,9.576375078663906137e+00,9.137374004370842684e+00,9.468215614481946929e+00,8.158583493954347787e+00,9.840730558498547609e+00,9.919621261973849968e+00,9.709551336689075995e+00
1.084127186990291314e+01,1.037729636391929411e+01,1.050837201657480868e+01,1.053895665234406742e+01,1.050533613517925424e+01,1.040810296348690578e+01,1.001798412665527671e+01,1.017341824469011335e+01,8.980423358290865465e+00,1.038199418347885761e+01,1.039027709098408003e+01,1.019886098259172336e+01
1.180711181336212157e+01,1.137286688838865167e+01,1.135472209921204545e+01,1.135273503079867474e+01,1.129239915990340926e+01,1.116965789022572686e+01,1.083546343613413221e+01,1.083367756435547768e+01,9.777145784777763637e+00,1.089074415124186679e+01,1.083784125567481205e+01,1.066278356887577239e+01
1.267783395780302591e+01,1.227172962819394009e+01,1.212801741799072808e+01,1.209954094703908645e+01,1.201708575369627674e+01,1.187041405225563828e+01,1.158744229788990943e+01,1.145085551011607272e+01,1.054186361812841888e+01,1.137206979820378727e+01,1.126632707818925816e+01,1.110424610192237616e+01
1.347670447166177787e+01,1.308728468468980743e+01,1.284849654025224375e+01,1.279801683691308334e+01,1.269599353752961512e+01,1.252353286664436460e+01,1.227897140376292562e+01,1.202971198624642035e+01,1.126812769298287442e+01,1.183135373612848262e+01,1.167959407023888652e+01,1.152664505658849059e+01
1.422784785348551573e+01,1.384104358519078382e+01,1.353436088179170760e+01,1.346460800531224145e+01,1.334403530542082272e+01,1.314210951085717305e+01,1.292046100125551966e+01,1.257667900806667838e+01,1.195131196534163998e+01,1.227359005734607500e+01,1.208105748073968932e+01,1.193336052886873055e+01
